,name,company,year,Price,kms_driven,fuel_type,transmission
2520,Maruti Swift,Maruti,2010,250000,110000,Diesel,Manual
2521,Renault Duster,Renault,2013,450000,1000,Diesel,Manual
2522,Maruti Ignis,Maruti,2018,590000,26350,Diesel,Manual
2523,Maruti SX4,Maruti,2012,225000,110000,Petrol,Manual
2524,Tata Indigo,Tata,2015,225000,68745,Diesel,Manual
2525,Maruti Alto,Maruti,2006,165000,132000,Petrol,Manual
2526,Mahindra Bolero,Mahindra,2019,860000,35000,Diesel,Manual
2527,Mahindra XUV500,Mahindra,2016,900000,47000,Diesel,Manual
2528,Tata Indigo,Tata,2013,182000,100000,Diesel,Manual
2529,Tata Indica,Tata,2010,100000,80000,Diesel,Manual
2530,Hyundai Santro,Hyundai,2006,100000,40000,Petrol,Manual
2531,Maruti Alto,Maruti,2017,375000,27289,Petrol,Automatic
2532,Tata Tiago,Tata,2018,525000,10980,Petrol,Automatic
2533,Hyundai EON,Hyundai,2016,320000,24662,Petrol,Manual
2534,Maruti Swift,Maruti,2013,525000,37000,Diesel,Manual
2535,Nissan Evalia,Nissan,2014,650000,28245,Diesel,Manual
2536,Hyundai Grand,Hyundai,2017,575000,27005,Diesel,Manual
2537,Hyundai i10,Hyundai,2014,355000,39227,Petrol,Manual
2538,Mahindra KUV,Mahindra,2016,470000,31367,Diesel,Manual
2539,Maruti Wagon,Maruti,2008,221000,35008,Petrol,Manual
2540,Hyundai Santro,Hyundai,2009,195000,27005,Petrol,Manual
2541,Maruti Zen,Maruti,2001,85000,86000,Petrol,Manual
2542,Maruti Swift,Maruti,2013,400000,50000,Diesel,Manual
2543,Maruti Baleno,Maruti,2017,650000,20000,Diesel,Manual
2544,Hyundai i10,Hyundai,2010,400000,50000,Petrol,Manual
2545,Tata Manza,Tata,2012,295000,80000,Diesel,Manual
2546,Maruti Omni,Maruti,2006,60000,135000,LPG,Manual
2547,Maruti Zen,Maruti,2003,110000,120000,Diesel,Manual
2548,Fiat Linea,Fiat,2015,550000,113600,Diesel,Manual
2549,Hyundai Santro,Hyundai,2008,190000,70000,Petrol,Manual
2550,Ford Aspire,Ford,2018,861999,20000,Diesel,Manual
2551,Ford Aspire,Ford,2018,782000,14000,Petrol,Manual
2552,Ford Freestyle,Ford,2018,836000,26000,Diesel,Manual
2553,Honda City,Honda,2016,696000,138925,Petrol,Manual
2554,Honda Jazz,Honda,2016,596000,121764,Diesel,Manual
2555,Honda Jazz,Honda,2016,612000,105429,Petrol,Manual
2556,Maruti Alto,Maruti,2015,114999,35000,Petrol,Manual
2557,Tata Bolt,Tata,2017,340000,60000,Diesel,Manual
2558,Maruti Swift,Maruti,2020,550000,5000,Petrol,Manual
2559,Chevrolet Aveo,Chevrolet,2008,114999,70000,Petrol,Manual
2560,Maruti Wagon,Maruti,2000,105000,80000,Petrol,Manual
2561,Maruti Vitara,Maruti,2019,890000,20000,Diesel,Manual
2562,Tata Nexon,Tata,2019,715000,8000,Petrol,Manual
2563,Hyundai i20,Hyundai,2014,525000,54000,Petrol,Manual
2564,Volkswagen Jetta,Volkswagen,2012,735000,55300,Diesel,Automatic
2565,Honda Amaze,Honda,2016,495000,11958,Petrol,Manual
2566,Hyundai Creta,Hyundai,2017,1025000,9000,Petrol,Manual
2567,Mahindra XUV500,Mahindra,2015,750000,70000,Diesel,Manual
2568,Renault Duster,Renault,2013,600000,120000,Diesel,Manual
2569,Hyundai i20,Hyundai,2014,475000,23122,Petrol,Manual
2570,Hyundai Santro,Hyundai,2007,80000,58000,Petrol,Manual
2571,Mahindra Bolero,Mahindra,2013,325000,62200,Diesel,Manual
2572,Audi A6,Audi,2014,1470000,34000,Diesel,Automatic
2573,Fiat Avventura,Fiat,2015,350000,53000,Diesel,Manual
2574,Audi A8,Audi,2013,2800000,49000,Diesel,Automatic
2575,Datsun RediGO,Datsun,2017,210000,15000,Petrol,Manual
2576,Chevrolet Cruze,Chevrolet,2012,349000,44500,Diesel,Manual
2577,Volkswagen Jetta,Volkswagen,2013,450000,50000,Petrol,Manual
2578,Audi A4,Audi,2013,1150000,53000,Diesel,Automatic
2579,Honda Civic,Honda,2009,210000,63500,Petrol,Automatic
2580,Mercedes-Benz E-Class,Mercedes-Benz,2018,4500000,9800,Petrol,Automatic
2581,Volkswagen Polo,Volkswagen,2017,825000,13599,Petrol,Automatic
2582,BMW X1,BMW,2017,2750000,13000,Diesel,Automatic
2583,Chevrolet Beat,Chevrolet,2012,160000,110000,Diesel,Manual
2584,Mahindra Scorpio,Mahindra,2014,550000,100000,Diesel,Manual
2585,Maruti Swift,Maruti,2006,95000,110000,Petrol,Manual
2586,Toyota Innova,Toyota,2014,725000,90000,Diesel,Manual
2587,Tata Tigor,Tata,2019,670000,17000,Petrol,Manual
2588,Maruti Alto,Maruti,2008,65000,140000,Petrol,Manual
2589,Mahindra Xylo,Mahindra,2015,500000,50000,Diesel,Manual
2590,Mahindra KUV,Mahindra,2017,600000,53000,Petrol,Manual
2591,Maruti Wagon,Maruti,2017,350000,70000,Petrol,Manual
2592,Chevrolet Beat,Chevrolet,2012,200000,70000,Diesel,Manual
2593,Hyundai Getz,Hyundai,2008,110000,154000,Diesel,Manual
2594,Hyundai EON,Hyundai,2012,150000,80000,Petrol,Manual
2595,Maruti Zen,Maruti,2003,75000,110000,Diesel,Manual
2596,Honda Amaze,Honda,2013,350000,90000,Diesel,Manual
2597,Toyota Innova,Toyota,2018,1700000,15000,Diesel,Manual
2598,BMW X1,BMW,2011,890000,86000,Diesel,Automatic
2599,Mahindra Scorpio,Mahindra,2014,500000,120000,Diesel,Manual
2600,Hyundai Elite,Hyundai,2019,600000,5200,Petrol,Manual
2601,Chevrolet Beat,Chevrolet,2010,99000,60000,Petrol,Manual
2602,Hyundai i10,Hyundai,2011,235000,46000,Petrol,Manual
2603,Tata Indigo,Tata,2006,75000,40000,Petrol,Manual
2604,Honda City,Honda,2014,600000,90000,Diesel,Manual
2605,Hyundai Verna,Hyundai,2019,1000000,25000,Diesel,Manual
2606,Hyundai Verna,Hyundai,2012,390000,90000,Diesel,Manual
2607,Volkswagen Polo,Volkswagen,2015,600000,70000,Diesel,Manual
2608,Hyundai i20,Hyundai,2017,600000,70000,Petrol,Manual
2609,Hyundai Elite,Hyundai,2019,730000,35000,Diesel,Manual
2610,Hyundai Grand,Hyundai,2017,450000,12700,Petrol,Automatic
2611,Maruti Ritz,Maruti,2011,250000,80000,Diesel,Manual
2612,Mahindra XUV500,Mahindra,2018,1400000,20000,Diesel,Manual
2613,Renault KWID,Renault,2018,300000,20000,Petrol,Manual
2614,Ford EcoSport,Ford,2017,800000,19000,Petrol,Manual
2615,Fiat Grande,Fiat,2009,125000,95000,Diesel,Manual
2616,BMW X1,BMW,2019,2600000,9500,Diesel,Automatic
2617,Skoda Fabia,Skoda,2012,300000,50000,Petrol,Manual
2618,Volkswagen Polo,Volkswagen,2012,295000,90000,Diesel,Manual
2619,Ford Ecosport,Ford,2013,650000,45839,Petrol,Manual
2620,Chevrolet Aveo,Chevrolet,2010,200000,74510,Petrol,Manual
2621,Chevrolet Aveo,Chevrolet,2009,130000,87293,Petrol,Manual
2622,Ford Figo,Ford,2012,250000,156040,Diesel,Manual
2623,Ford Endeavour,Ford,2004,400000,93415,Diesel,Manual
2624,Ford Aspire,Ford,2017,430000,101159,Petrol,Manual
2625,Hyundai EON,Hyundai,2015,170000,80000,Petrol,Manual
2626,Tata Tiago,Tata,2019,450000,12000,Petrol,Manual
2627,Maruti Swift,Maruti,2013,350000,90000,Petrol,Manual
2628,Chevrolet Spark,Chevrolet,2011,130000,68519,Petrol,Manual
2629,Chevrolet Beat,Chevrolet,2012,180000,55130,Diesel,Manual
2630,Ford Ecosport,Ford,2014,475000,65239,Petrol,Manual
2631,Volkswagen Polo,Volkswagen,2015,470000,58182,Petrol,Manual
2632,Ford Fiesta,Ford,2012,200000,91245,Diesel,Manual
2633,Mahindra XUV500,Mahindra,2013,650000,102989,Diesel,Manual
2634,Honda City,Honda,2010,400000,50000,Petrol,Manual
2635,Maruti Zen,Maruti,2000,100000,120000,Petrol,Manual
2636,Maruti Swift,Maruti,2014,409999,90000,Diesel,Manual
2637,Maruti Swift,Maruti,2018,640000,25000,Diesel,Manual
2638,Maruti Wagon,Maruti,2007,160000,80000,Petrol,Manual
2639,Tata Indigo,Tata,2013,182000,100000,Diesel,Manual
2640,Maruti Baleno,Maruti,2018,750000,70000,Diesel,Manual
2641,Mahindra Jeep,Mahindra,2002,150000,50000,Diesel,Manual
2642,Maruti Alto,Maruti,2008,80000,100000,Petrol,Manual
2643,Maruti Celerio,Maruti,2016,240000,90000,Diesel,Manual
2644,Maruti Esteem,Maruti,2005,60000,60000,Petrol,Manual
2645,Maruti Alto,Maruti,2007,70000,120000,Petrol,Manual
2646,Volkswagen Jetta,Volkswagen,2008,285000,90000,Diesel,Automatic
2647,Maruti Swift,Maruti,2015,350000,60000,Diesel,Manual
2648,Hyundai i20,Hyundai,2015,699000,30000,Diesel,Manual
2649,Ford Figo,Ford,2011,275000,108000,Diesel,Manual
2650,Hyundai i20,Hyundai,2012,350000,160000,Diesel,Manual
2651,Maruti Alto,Maruti,2006,135000,90000,Petrol,Manual
2652,Mahindra Xylo,Mahindra,2010,325000,120000,Diesel,Manual
2653,Mahindra XUV500,Mahindra,2012,650000,102000,Diesel,Manual
2654,Mahindra Bolero,Mahindra,2009,300000,178000,Diesel,Manual
2655,Toyota Innova,Toyota,2014,1200000,200000,Diesel,Manual
2656,Ford Fiesta,Ford,2012,450000,60000,Petrol,Manual
2657,Tata Tiago,Tata,2019,425000,3000,Petrol,Manual
2658,Maruti Alto,Maruti,2006,150000,75118,Petrol,Manual
2659,Maruti Ritz,Maruti,2013,290000,140000,Diesel,Manual
2660,Hyundai Xcent,Hyundai,2014,335000,60000,Petrol,Manual
2661,Chevrolet Optra,Chevrolet,2006,120000,79000,Petrol,Manual
2662,Ford Ikon,Ford,2005,20000,25000,Petrol,Manual
2663,Hyundai Getz,Hyundai,2005,250000,70000,Petrol,Manual
2664,Hyundai Santro,Hyundai,2008,120000,41723,Petrol,Manual
2665,Maruti SX4,Maruti,2010,250000,70000,Petrol,Manual
2666,Tata Indigo,Tata,2012,220000,70000,Diesel,Manual
2667,Ford Ikon,Ford,2005,61000,4637,Petrol,Manual
2668,Maruti Swift,Maruti,2016,620000,70000,Diesel,Manual
2669,Maruti Swift,Maruti,2014,425000,100000,Diesel,Manual
2670,Tata Indica,Tata,2009,85000,120000,Diesel,Manual
2671,Maruti Swift,Maruti,2015,270000,40000,Diesel,Manual
2672,Maruti Swift,Maruti,2009,180000,220000,Diesel,Manual
2673,Renault KWID,Renault,2018,300000,20000,Petrol,Manual
2674,Ford EcoSport,Ford,2017,800000,19000,Petrol,Manual
2675,Fiat Grande,Fiat,2009,125000,95000,Diesel,Manual
2676,Mahindra KUV,Mahindra,2017,450000,30000,Petrol,Manual
2677,Tata New,Tata,2012,450000,42655,Diesel,Manual
2678,Renault KWID,Renault,2017,250000,43000,Petrol,Manual
2679,Toyota Innova,Toyota,2012,725000,70000,Diesel,Manual
2680,Hyundai i20,Hyundai,2010,250000,55000,Petrol,Manual
2681,Fiat Punto,Fiat,2010,99000,80000,Diesel,Manual
2682,Renault KWID,Renault,2017,350000,55000,Petrol,Manual
2683,Hyundai Xcent,Hyundai,2018,511000,70000,Petrol,Manual
2684,Maruti Ritz,Maruti,2012,300000,80000,Diesel,Manual
2685,Audi Q5,Audi,2010,1100000,110000,Petrol,Automatic
2686,Hyundai i10,Hyundai,2010,125000,60000,Petrol,Manual
2687,Tata Tiago,Tata,2018,500000,30000,Petrol,Manual
2688,Renault Duster,Renault,2013,385000,80000,Diesel,Manual
2689,Skoda Rapid,Skoda,2012,350000,90000,Petrol,Manual
2690,Maruti 800,Maruti,2003,60000,50000,Petrol,Manual
2691,Hyundai Santro,Hyundai,2012,300000,50000,Petrol,Manual
2692,Hyundai i20,Hyundai,2012,400000,70000,Diesel,Manual
2693,Ford Ecosport,Ford,2014,550000,110000,Diesel,Manual
2694,Nissan Sunny,Nissan,2012,300000,80000,Petrol,Manual
2695,Maruti Swift,Maruti,2012,250000,156000,Diesel,Manual
2696,Toyota Innova,Toyota,2012,800000,180000,Diesel,Manual
2697,Maruti Eeco,Maruti,2018,300000,25000,Petrol,Manual
2698,Maruti Alto,Maruti,2004,80000,120000,Petrol,Manual
2699,Mahindra Scorpio,Mahindra,2020,1200000,11000,Diesel,Manual
2700,Renault KWID,Renault,2017,355000,40000,Petrol,Automatic
2701,Maruti Swift,Maruti,2015,520000,50000,Diesel,Manual
2702,Hyundai Verna,Hyundai,2012,500000,26000,Diesel,Manual
2703,Maruti Alto,Maruti,2008,114999,30000,Petrol,Manual
2704,Toyota Fortuner,Toyota,2014,1800000,50000,Diesel,Manual
2705,Mahindra TUV,Mahindra,2018,800000,20000,Diesel,Manual
2706,Maruti Alto,Maruti,2008,105000,30000,Petrol,Manual
2707,Maruti Alto,Maruti,2011,135000,78000,Petrol,Manual
2708,Maruti Wagon,Maruti,2011,170000,40000,Petrol,Manual
2709,Hyundai Verna,Hyundai,2014,550000,100000,Petrol,Manual
2710,Honda City,Honda,2009,250000,70000,Petrol,Manual
2711,Hyundai Elantra,Hyundai,2014,650000,30000,Diesel,Manual
2712,Honda City,Honda,2008,210000,77000,Petrol,Automatic
2713,Volkswagen Vento,Volkswagen,2011,260000,150000,Diesel,Manual
2714,Maruti Swift,Maruti,2016,750000,69000,Diesel,Manual
2715,Toyota Innova,Toyota,2016,1350000,120000,Diesel,Automatic
2716,Maruti Ritz,Maruti,2012,220000,120000,Diesel,Manual
2717,Hyundai Getz,Hyundai,2008,110000,110000,Petrol,Manual
2718,Mahindra XUV500,Mahindra,2017,1230000,70000,Diesel,Automatic
2719,Mahindra Quanto,Mahindra,2013,220000,110000,Diesel,Manual
2720,Tata Indigo,Tata,2009,130000,50000,Diesel,Manual
2721,Hyundai i20,Hyundai,2012,330000,44000,Petrol,Manual
2722,Honda City,Honda,2010,254999,90000,Petrol,Manual
2723,Hyundai Verna,Hyundai,2014,600000,50000,Petrol,Manual
2724,Hyundai i10,Hyundai,2012,210000,50000,Petrol,Manual
2725,Chevrolet Enjoy,Chevrolet,2014,300000,146000,Diesel,Manual
2726,Tata Tiago,Tata,2018,426000,15000,Petrol,Automatic
2727,Maruti Alto,Maruti,2015,265000,60000,Petrol,Manual
2728,Hyundai Xcent,Hyundai,2016,450000,35000,Petrol,Manual
2729,Hyundai Verna,Hyundai,2012,480000,80000,Diesel,Manual
2730,Tata Nano,Tata,2010,40000,90000,Petrol,Manual
2731,Honda City,Honda,2011,395000,70000,Petrol,Manual
2732,Maruti Wagon,Maruti,2013,229999,62000,Petrol,Manual
2733,Ford Ecosport,Ford,2018,875000,10000,Petrol,Automatic
2734,Maruti Eeco,Maruti,2010,170000,80000,CNG,Manual
2735,Hyundai i20,Hyundai,2015,500000,35000,Petrol,Manual
2736,Renault Duster,Renault,2013,450000,1000,Diesel,Manual
2737,Mercedes-Benz C-Class,Mercedes-Benz,2018,3800000,10000,Diesel,Automatic
2738,Audi A4,Audi,2013,1580000,86000,Diesel,Automatic
2739,BMW X5,BMW,2019,4950000,30000,Diesel,Automatic
2740,Hyundai Creta,Hyundai,2016,535000,52600,Diesel,Manual
2741,Maruti SX4,Maruti,2012,225000,110000,Petrol,Manual
2742,Hyundai Grand,Hyundai,2017,550000,19890,Petrol,Automatic
2743,Maruti Swift,Maruti,2016,670000,7104,Petrol,Manual
2744,Maruti Ertiga,Maruti,2015,625000,11918,Petrol,Manual
2745,Hyundai Grand,Hyundai,2017,520000,10510,Petrol,Automatic
2746,Chevrolet Beat,Chevrolet,2016,239000,41000,Petrol,Manual
2747,Toyota Fortuner,Toyota,2017,2600000,47162,Diesel,Automatic
2748,Maruti S-Cross,Maruti,2015,750000,45974,Diesel,Manual
2749,Hyundai i10,Hyundai,2012,229999,49824,Petrol,Manual
2750,Audi A6,Audi,2013,1300000,58500,Diesel,Automatic
2751,Hyundai Santro,Hyundai,2005,80000,56580,Petrol,Manual
2752,Skoda Laura,Skoda,2012,385000,52000,Diesel,Manual
2753,Hyundai Verna,Hyundai,2015,760000,55340,Petrol,Manual
2754,Maruti Swift,Maruti,2017,600000,46507,Diesel,Manual
2755,Maruti Ignis,Maruti,2019,450000,40000,Petrol,Manual
2756,Maruti Ignis,Maruti,2019,450000,40000,Petrol,Manual
2757,Maruti Ertiga,Maruti,2012,550000,120000,Diesel,Manual
2758,Tata Manza,Tata,2013,200000,60000,Petrol,Manual
2759,Tata Indica,Tata,2008,80000,90000,Petrol,Manual
2760,Tata New,Tata,2010,300000,250000,Diesel,Manual
2761,Ford Aspire,Ford,2019,675000,15000,Diesel,Manual
2762,Maruti Eeco,Maruti,2017,260000,30000,Petrol,Manual
2763,Hyundai Grand,Hyundai,2019,500000,15000,Petrol,Manual
2764,Hyundai EON,Hyundai,2012,150000,55766,Petrol,Manual
2765,Maruti Alto,Maruti,2006,100000,80000,Petrol,Manual
2766,Maruti Wagon,Maruti,2001,70000,117000,Petrol,Manual
2767,Maruti Alto,Maruti,2004,100000,70000,Petrol,Manual
2768,Toyota Innova,Toyota,2012,730000,110000,Diesel,Manual
2769,Nissan Terrano,Nissan,2016,525000,100000,Diesel,Manual
2770,Nissan Terrano,Nissan,2016,525000,105000,Diesel,Manual
2771,Toyota Innova,Toyota,2009,550000,182000,Diesel,Manual
2772,Toyota Corolla,Toyota,2012,420000,95000,Diesel,Manual
2773,Honda Amaze,Honda,2015,500000,70000,Petrol,Manual
2774,Maruti Wagon,Maruti,2009,165000,76000,Petrol,Manual
2775,Hyundai Verna,Hyundai,2014,650000,70000,Diesel,Manual
2776,Chevrolet Beat,Chevrolet,2013,195000,46000,Diesel,Manual
2777,Maruti Zen,Maruti,1999,75000,70000,Petrol,Manual
2778,Hyundai Accent,Hyundai,2005,100000,120000,Diesel,Manual
2779,Toyota Innova,Toyota,2017,1770000,25000,Diesel,Manual
2780,Maruti Esteem,Maruti,2006,90000,90000,Petrol,Manual
2781,Hyundai Xcent,Hyundai,2016,515000,50000,Diesel,Manual
2782,Honda Jazz,Honda,2017,700000,24585,Diesel,Manual
2783,Maruti Zen,Maruti,2001,62000,70000,Petrol,Manual
2784,Toyota Etios,Toyota,2011,220000,110000,Diesel,Manual
2785,Hyundai Santro,Hyundai,2019,520000,10000,CNG,Manual
2786,Fiat Linea,Fiat,2010,170000,100000,Petrol,Manual
2787,Ford Figo,Ford,2011,190000,110000,Diesel,Manual
2788,Ford Figo,Ford,2011,150000,100000,Diesel,Manual
2789,Maruti Zen,Maruti,2009,125000,65000,Petrol,Manual
2790,Honda Amaze,Honda,2015,290000,40000,Diesel,Manual
2791,Maruti Celerio,Maruti,2019,490000,13900,Petrol,Manual
2792,Tata Tigor,Tata,2017,434999,17563,Petrol,Manual
2793,Tata Zest,Tata,2016,380000,15000,Petrol,Manual
2794,Volkswagen Polo,Volkswagen,2012,200000,82000,Diesel,Manual
2795,Ford Figo,Ford,2016,495000,40000,Diesel,Manual
2796,Toyota Innova,Toyota,2014,894999,173000,Diesel,Manual
2797,Mahindra XUV500,Mahindra,2014,600000,151000,Diesel,Manual
2798,Honda Brio,Honda,2015,300000,50000,Petrol,Manual
2799,Honda Amaze,Honda,2017,430000,15000,Petrol,Manual
2800,Honda Amaze,Honda,2017,370000,80000,Diesel,Manual
2801,Maruti Baleno,Maruti,2019,750000,11000,Petrol,Manual
2802,Maruti Alto,Maruti,2016,300000,50000,CNG,Manual
2803,BMW X1,BMW,2012,700000,120000,Diesel,Automatic
2804,Maruti Wagon,Maruti,2007,100000,70000,LPG,Manual
2805,Hyundai Grand,Hyundai,2015,300000,90000,Petrol,Manual
2806,Tata Indica,Tata,2012,130000,185000,Diesel,Manual
2807,Hyundai i20,Hyundai,2016,650000,40000,Diesel,Manual
2808,Maruti Swift,Maruti,2017,509999,25000,Diesel,Manual
2809,Toyota Innova,Toyota,2013,1000000,117780,Diesel,Manual
2810,Hyundai Verna,Hyundai,2010,280000,120000,Diesel,Manual
2811,Maruti Swift,Maruti,2017,600000,120000,Diesel,Manual
2812,Skoda Rapid,Skoda,2013,210000,120000,Diesel,Manual
2813,Audi Q3,Audi,2014,1150000,110000,Diesel,Automatic
2814,Hyundai EON,Hyundai,2018,229999,30000,Petrol,Manual
2815,Hyundai EON,Hyundai,2018,245000,30000,Petrol,Manual
2816,Mahindra Scorpio,Mahindra,2015,600000,60000,Diesel,Manual
2817,Hyundai Grand,Hyundai,2016,375000,25000,Petrol,Manual
2818,Mahindra Scorpio,Mahindra,2015,150000,55000,Diesel,Manual
2819,Mahindra XUV500,Mahindra,2018,1450000,20000,Diesel,Manual
2820,Maruti Ertiga,Maruti,2014,500000,100000,Diesel,Manual
2821,Maruti Alto,Maruti,2007,75000,40000,Petrol,Manual
2822,Hyundai Sonata,Hyundai,2006,225000,80000,Petrol,Automatic
2823,Hyundai Sonata,Hyundai,2006,275000,80000,Petrol,Automatic
2824,Mahindra Bolero,Mahindra,2018,620000,35000,Diesel,Manual
2825,Nissan X-Trail,Nissan,2010,600000,110000,Diesel,Manual
2826,Mahindra Xylo,Mahindra,2011,275000,160000,Diesel,Manual
2827,Tata Indigo,Tata,2013,125000,125000,Diesel,Manual
2828,Tata Indigo,Tata,2011,80000,62000,Petrol,Manual
2829,Nissan Micra,Nissan,2011,199000,120000,Diesel,Manual
2830,Nissan Micra,Nissan,2016,440000,33000,Petrol,Manual
2831,Maruti Swift,Maruti,2013,250000,80000,Diesel,Manual
2832,Hyundai i20,Hyundai,2017,700000,35000,Diesel,Manual
2833,Hyundai Grand,Hyundai,2015,450000,50000,Diesel,Manual
2834,Maruti Alto,Maruti,2019,240000,5000,Petrol,Manual
2835,Hyundai Xcent,Hyundai,2016,350000,12000,Petrol,Manual
2836,Ford EcoSport,Ford,2016,650000,81595,Diesel,Manual
2837,Hyundai Getz,Hyundai,2005,71000,22000,Petrol,Manual
2838,Maruti Swift,Maruti,2015,400000,40000,Petrol,Manual
2839,Maruti Alto,Maruti,2008,130000,40000,Petrol,Manual
2840,Mahindra Scorpio,Mahindra,2013,300000,70000,Diesel,Manual
2841,Nissan Kicks,Nissan,2019,1100000,4000,Diesel,Manual
2842,BMW 3,BMW,2015,2200000,24000,Diesel,Automatic
2843,Honda Amaze,Honda,2018,800000,13500,Petrol,Manual
2844,Maruti Ritz,Maruti,2013,490000,40000,Diesel,Manual
2845,Honda Jazz,Honda,2018,836000,9700,Petrol,Manual
2846,Volkswagen Polo,Volkswagen,2012,375000,62000,Petrol,Manual
2847,Honda BR-V,Honda,2016,1249000,24000,Diesel,Manual
2848,Honda WR-V,Honda,2019,1240000,13000,Diesel,Manual
2849,Tata Nano,Tata,2009,35000,50000,Petrol,Manual
2850,Honda BR-V,Honda,2017,1068000,36000,Petrol,Manual
2851,Honda BR-V,Honda,2017,1189000,40000,Diesel,Manual
2852,Hyundai Elite,Hyundai,2018,700000,27000,Petrol,Manual
2853,Maruti Alto,Maruti,2016,350000,40000,Petrol,Manual
2854,Hyundai i10,Hyundai,2009,254999,80000,Petrol,Manual
2855,Mahindra Scorpio,Mahindra,2005,229999,221000,Diesel,Manual
2856,Hyundai i20,Hyundai,2016,750000,80000,Diesel,Manual
2857,Maruti Ritz,Maruti,2012,325000,119000,Diesel,Manual
2858,Toyota Innova,Toyota,2009,760000,190000,Diesel,Manual
2859,Maruti Celerio,Maruti,2017,509999,25000,Petrol,Automatic
2860,Nissan Micra,Nissan,2013,363000,28740,Petrol,Manual
2861,Maruti Alto,Maruti,2010,229999,48500,Petrol,Manual
2862,Nissan Sunny,Nissan,2012,290000,110000,Petrol,Manual
2863,Maruti Swift,Maruti,2018,550000,30000,Petrol,Manual
2864,Tata Indica,Tata,2011,125000,120000,Diesel,Manual
2865,Volvo XC60,Volvo,2014,2000000,130000,Diesel,Automatic
2866,Toyota Innova,Toyota,2008,350000,140000,Diesel,Manual
2867,Hyundai Verna,Hyundai,2011,390000,90000,Diesel,Manual
2868,Maruti Wagon,Maruti,2010,260000,50000,Petrol,Manual
2869,Maruti Omni,Maruti,2008,150000,50000,Petrol,Manual
2870,Maruti Esteem,Maruti,2006,85000,60000,Petrol,Manual
2871,Maruti Alto,Maruti,2015,280000,15000,Petrol,Manual
2872,Maruti Celerio,Maruti,2015,220000,45000,Petrol,Manual
2873,Hyundai Santro,Hyundai,2005,140000,80000,Petrol,Manual
2874,Maruti Wagon,Maruti,2018,370000,15000,Petrol,Automatic
2875,Maruti Swift,Maruti,2019,650000,20000,Diesel,Manual
2876,Maruti Alto,Maruti,2017,280000,37000,Petrol,Manual
2877,Maruti Swift,Maruti,2016,540000,80000,Diesel,Manual
2878,Ambassador Classic,Ambassador,2002,50000,120000,Diesel,Manual
2879,Maruti Ciaz,Maruti,2018,800000,20000,Petrol,Manual
2880,Ford Figo,Ford,2016,515000,25000,Diesel,Manual
2881,Hyundai i20,Hyundai,2010,220000,96000,Petrol,Manual
2882,Hyundai i20,Hyundai,2014,525000,54000,Petrol,Manual
2883,Chevrolet Spark,Chevrolet,2013,165000,53000,Petrol,Manual
2884,Fiat Linea,Fiat,2010,221000,65000,Diesel,Manual
2885,Chevrolet Beat,Chevrolet,2015,245000,43000,Petrol,Manual
